term	flynn	franco	gonzalez	green	mummucari	scialo	total	present
regulation_of_NADP_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_NK_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_nucleoside_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_nucleotide_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_octadecene_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_olefin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_ornithine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_oxygen_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_pancreatic_A_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_penicillin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_pentadecane_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_phenylpropanoid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_phosphate_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_phospholipid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_phosphorus_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_photoreceptor_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_phytoalexin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_pigment_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_plasma_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_polysaccharide_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_primary_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_pro_B_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_pro_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_proline_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_protein_heterodimerization_activity	0	0	0	0	0	1	1	1
regulation_of_protein_homodimerization_activity	0	0	0	0	0	1	1	1
regulation_of_pteridine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_R7_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_R8_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_raffinose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_regulatory_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_RNA_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_sarcinapterin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_Schwann_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_secondary_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_snoRNA_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_starch_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_steroid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_sulfur_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_superoxide_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_T_cell_differentiation_in_thymus	0	0	0	0	0	1	1	1
regulation_of_T_helper_1_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_T_helper_17_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_T_helper_2_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_T_helper_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_tatiopterin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_tendon_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_tetrapyrrole_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_toluene_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_trehalose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_tridecane_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_triglyceride_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_tRNA_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_tryptophan_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_urea_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_vitamin_A_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_vitamin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_xyloglucan_metabolic_process	0	0	0	0	0	1	1	1
release_of_matrix_enzymes_from_mitochondria	0	0	0	0	0	1	1	1
response_to_L_cysteine	0	0	0	0	0	1	1	1
RNA_dependent_DNA_replication	0	0	0	0	0	1	1	1
site_specific_recombinase_activity	0	0	0	0	0	1	1	1
stem_cell_differentiation	0	0	0	0	0	1	1	1
sulfur_oxidation	0	0	0	0	0	1	1	1
protein_import_into_mitochondrial_intermembrane_space	0	0	0	0	0	0	0	1
calcium_dependent_cytosolic_phospholipase_A2_activity	0	0	0	0	0	0	0	1
DNA_double_strand_break_processing	0	0	0	0	0	0	0	1
negative_regulation_of_cellular_amino_acid_metabolic_process	0	0	0	0	0	0	0	1
positive_regulation_of_cellular_amino_acid_metabolic_process	0	0	0	0	0	0	0	1
regulation_of_cellular_amino_acid_metabolic_process	0	0	0	0	0	0	0	1
regulation_of_oxidative_phosphorylation_uncoupler_activity	0	0	0	0	0	0	0	1
tumor_necrosis_factor_receptor_binding	0	0	0	0	0	0	0	1
activation_of_anaphase_promoting_complex_activity_involved_in_meiotic_cell_cycle	0	0	0	0	0	0	0	1
ATP_synthesis_coupled_electron_transport	0	0	0	0	0	0	0	1
C3HC4_type_RING_finger_domain_mediated_complex_assembly	0	0	0	0	0	0	0	1
"electron_transporter,_transferring_electrons_from_CoQH2_cytochrome_c_reductase_complex_and_cytochrome_c_oxidase_complex_activity"	0	0	0	0	0	0	0	1
"electron_transporter,_transferring_electrons_within_CoQH2_cytochrome_c_reductase_complex_activity"	0	0	0	0	0	0	0	1
histone_H3_T3_phosphorylation_involved_in_chromosome_passenger_complex_localization_to_kinetochore	0	0	0	0	0	0	0	1
insulin_like_growth_factor_binding	0	0	0	0	0	0	0	1
insulin_like_growth_factor_I_binding	0	0	0	0	0	0	0	1
insulin_like_growth_factor_II_binding	0	0	0	0	0	0	0	1
insulin_like_growth_factor_receptor_signaling_pathway	0	0	0	0	0	0	0	1
"ligase_activity,_forming_nitrogen_metal_bonds,_forming_coordination_complexes"	0	0	0	0	0	0	0	1
mitochondrial_ATP_synthesis_coupled_electron_transport	0	0	0	0	0	0	0	1
negative_regulation_of_NMS_complex_interaction_involved_in_chromosome_segregation	0	0	0	0	0	0	0	1
negative_regulation_of_RNA_polymerase_II_transcriptional_preinitiation_complex_assembly	0	0	0	0	0	0	0	1
negative_regulation_of_viral_budding_via_host_ESCRT_complex	0	0	0	0	0	0	0	1
peroxisome_proliferator_activated_receptor_binding	0	0	0	0	0	0	0	1
plasma_membrane_proton_transporting_ATP_synthase_complex_assembly	0	0	0	0	0	0	0	1
plasma_membrane_respiratory_chain_complex_IV_assembly	0	0	0	0	0	0	0	1
positive_regulation_of_NMS_complex_interaction_involved_in_chromosome_segregation	0	0	0	0	0	0	0	1
positive_regulation_of_RNA_polymerase_II_transcriptional_preinitiation_complex_assembly	0	0	0	0	0	0	0	1
positive_regulation_of_viral_budding_via_host_ESCRT_complex	0	0	0	0	0	0	0	1
pre_replicative_complex_assembly_involved_in_bacterial_type_DNA_replication	0	0	0	0	0	0	0	1
pre_replicative_complex_assembly_involved_in_cell_cycle_DNA_replication	0	0	0	0	0	0	0	1
protein_binding_transcription_factor_activity	0	0	0	0	0	0	0	1
recruitment_of_3'_end_processing_factors_to_RNA_polymerase_II_holoenzyme_complex	0	0	0	0	0	0	0	1
recruitment_of_mRNA_capping_enzyme_to_RNA_polymerase_II_holoenzyme_complex	0	0	0	0	0	0	0	1
regulation_of_PSII_associated_light_harvesting_complex_II_catabolic_process	0	0	0	0	0	0	0	1
regulation_of_transcriptional_open_complex_formation_at_RNA_polymerase_II_promoter	0	0	0	0	0	0	0	1
response_to_insulin_like_growth_factor_stimulus	0	0	0	0	0	0	0	1
RING_like_zinc_finger_domain_mediated_complex_assembly	0	0	0	0	0	0	0	1
RNA_polymerase_III_type_1_promoter_transcriptional_preinitiation_complex_assembly	0	0	0	0	0	0	0	1
RNA_polymerase_III_type_2_promoter_transcriptional_preinitiation_complex_assembly	0	0	0	0	0	0	0	1
RNA_polymerase_III_type_3_promoter_transcriptional_preinitiation_complex_assembly	0	0	0	0	0	0	0	1
suppression_by_virus_of_host_TBK1_IKBKE_DDX3_complex_activity	0	0	0	0	0	0	0	1
cellular_response_to_growth_factor_stimulus	0	0	0	0	0	0	0	1
MAP_kinase_activity_involved_in_conjugation_with_cellular_fusion	0	0	0	0	0	0	0	1
MAP_kinase_kinase_activity_involved_in_conjugation_with_cellular_fusion	0	0	0	0	0	0	0	1
MAP_kinase_kinase_kinase_activity_involved_in_conjugation_with_cellular_fusion	0	0	0	0	0	0	0	1
pattern_recognition_receptor_signaling_pathway	0	0	0	0	0	0	0	1
protein_DNA_complex_subunit_organization	0	0	0	0	0	0	0	1
protein_DNA_complex_transmembrane_transporter_activity	0	0	0	0	0	0	0	1
protein_lipid_complex_subunit_organization	0	0	0	0	0	0	0	1
signaling_pattern_recognition_receptor_activity	0	0	0	0	0	0	0	1
ubiquitin_like_protein_conjugating_enzyme_activity	0	0	0	0	0	0	0	1
ubiquitin_like_protein_transferase_activity	0	0	0	0	0	0	0	1
cell_surface_receptor_signaling_pathway	0	0	0	0	0	0	0	1
low_affinity_zinc_II_ion_transport	0	0	0	0	0	0	0	1
MAPK_cascade_involved_in_oxidative_stress_signaling_pathway	0	0	0	0	0	0	0	1
"pentose_phosphate_shunt,_oxidative_branch"	0	0	0	0	0	0	0	1
programmed_cell_death_in_response_to_reactive_oxygen_species	0	0	0	0	0	0	0	1
regulation_of_transcription_involved_in_G1_phase_of_mitotic_cell_cycle	0	0	0	0	0	0	0	1
regulation_of_transcription_involved_in_G1/S_transition_of_mitotic_cell_cycle	0	0	0	0	0	0	0	1
regulation_of_transcription_involved_in_G2_phase_of_mitotic_cell_cycle	0	0	0	0	0	0	0	1
regulation_of_transcription_involved_in_G2/M_transition_of_mitotic_cell_cycle	0	0	0	0	0	0	0	1
regulation_of_transcription_involved_in_S_phase_of_mitotic_cell_cycle	0	0	0	0	0	0	0	1
"base_excision_repair,_DNA_ligation"	0	0	0	0	0	0	0	1
negative_regulation_of_release_of_cytochrome_c_from_mitochondria	0	0	0	0	0	0	0	1
positive_regulation_of_release_of_cytochrome_c_from_mitochondria	0	0	0	0	0	0	0	1
